id,Degerlendirme Puani
221,31.62421985
222,27.4878895
223,29.81692497
224,27.69522152
225,18.46125975
226,21.13769054
227,38.91484339
228,52.25797675
229,21.36934348
230,16.23979063
231,19.89158564
232,36.14431937
233,29.91439625
234,18.72568405
235,15.35241762
236,44.56758945
237,52.040309
238,56.14686862
239,42.32614834
240,56.73935518
241,34.50664496
242,21.88310593
243,47.90436469
244,43.28428674
245,44.53853591
246,42.90111243
247,18.90876684
248,24.98161807
249,14.29357583
250,21.19628802
251,28.53855685
252,38.24465285
253,37.64803444
254,35.56563669
255,16.26527364
256,40.1552836
257,44.52959306
258,27.81702622
259,34.10664072
260,40.87762762
261,16.32447136
262,33.40690493
263,17.67379851
264,18.47790733
265,43.75348552
266,14.42809471
267,37.41172619
268,11.70127023
269,52.39230521
270,17.08868106
271,40.29653117
272,41.18201965
273,60.3505356
274,15.03792457
275,29.30327386
276,14.03622573
277,59.24233503
278,29.01353777
279,21.1735724
280,32.56689503
281,38.9338062
282,26.68122554
283,25.43567144
284,58.02950446
285,19.95257528
286,34.55257005
287,18.87622955
288,44.1296224
289,57.70286902
290,38.53353957
291,10.50913069
292,12.32494572
293,30.04666051
294,31.19289235
295,10.68699867
296,56.13672004
297,54.26115389
298,14.23051029
299,41.71733139
300,18.32819752
301,42.99233228
302,20.24144873
303,19.62440956
304,24.98213895
305,22.10604555
306,36.4590197
307,42.45366282
308,14.32233528
309,54.09603257
310,47.10806442
311,54.3776925
312,34.53868541
313,24.64184786
314,36.16504869
315,23.86570467
316,22.51287175
317,45.70832319
318,18.40575752
319,15.68734848
320,20.19457277
321,44.21234125
322,32.50374896
323,27.96283686
324,41.1046456
325,31.80440043
326,24.03803005
327,16.96867626
328,45.99611039
329,42.24874025
330,25.9817056
331,41.81433608
332,15.44776958
333,47.27132795
334,11.17395206
335,40.44433777
336,33.44864799
337,22.35444421
338,11.84481644
339,24.90797604
340,31.1385775
341,28.71519365
342,31.72115895
343,20.64777582
344,57.80623371
345,36.47572141
346,32.64772096
347,44.4068645
348,37.64040979
349,52.57030563
350,18.6673794
351,26.01757006
352,22.30683098
353,10.13445581
354,52.94933863
355,27.81567333
356,41.4778898
357,31.19640676
358,36.76089361
359,39.9223361
360,47.42694979
361,24.52635438
362,21.99443211
363,22.84903951
364,47.71568649
365,12.91004821
366,41.67909405
367,35.76066547
368,17.30368149
369,25.51277956
370,33.32073164
371,33.09725922
372,10.29878328
373,24.32701317
374,21.47255861
375,35.78679889
376,13.71474488
377,32.5761603
378,25.04526209
379,30.94452699
380,44.36378491
381,11.44079272
382,33.17670486
383,22.76860232
384,13.75139841
385,32.5673049
386,27.11124799
387,12.7840317
388,42.97351005
389,32.57376662
390,28.66078131
391,7.979210604
392,16.81843403
393,38.29815048
394,48.42953274
395,45.92914012
396,51.37366176
397,27.18780121
398,23.34130336
399,33.32179489
400,12.90102078
401,22.14318555
402,20.9340254
403,47.62241175
404,56.82739477
405,50.87982038
406,45.71193502
407,20.70741686
408,11.10906966
409,59.05792135
410,19.04448813
411,42.10598586
412,34.81457397
413,40.26415618
414,30.54899674
415,28.78081893
416,50.88791299
417,37.54591178
418,17.8143664
419,47.0175304
420,37.73381791
421,36.23239042
422,12.78901647
423,8.336795955
424,39.92575785
425,25.46501486
426,47.50084184
427,20.83451302
428,40.04882661
429,37.95525473
430,34.01257535
431,25.81197949
432,32.25723953
433,35.07831279
434,39.30861818
435,16.78163884
436,38.00831573
437,34.94891986
438,21.23516169
439,14.20472758
440,44.39188401
441,14.30495305
442,40.08573243
443,19.10621063
444,38.96904827
445,12.41266319
446,39.08479844
447,24.43492982
448,11.52369027
449,54.1167577
450,21.13647561
451,43.25596671
452,39.60095393
453,28.44119062
454,28.99452385
455,28.72742043
456,28.2768515
457,55.53989069
458,50.0180051
459,14.45756029
460,26.11918703
461,37.1318137
462,43.06521509
463,52.35921417
464,41.25265657
465,24.33033339
466,24.02806516
467,16.65286307
468,62.11141762
469,44.88290623
470,35.20340015
471,28.56867351
472,42.69126434
473,23.51930662
474,41.23469396
475,10.11424534
476,36.05718427
477,26.10256358
478,20.059879
479,49.4636822
480,8.588040486
481,40.68632179
482,59.99149335
483,12.975085
484,35.50948419
485,23.38447485
486,41.54830901
487,44.17799194
488,36.95481088
489,22.3036942
490,22.73445857
491,42.09835239
492,37.82743635
493,29.82468731
494,34.7574677
495,36.25114437
496,18.35530457
497,27.44984746
498,53.02510737
499,43.45820991
500,43.7749636
501,18.99242703
502,32.37562449
503,43.88664439
504,11.10213403
505,53.93615932
506,26.42633014
507,32.5728163
508,19.63284021
509,33.66906158
510,50.46008005
511,9.37700521
512,41.15673177
513,40.52247498
514,39.3626752
515,26.51972373
516,39.98649005
517,32.39256748
518,38.76056298
519,11.48376032
520,58.63470393
521,25.13574039
522,64.13013371
523,38.44082716
524,13.48930604
525,17.59676839
526,15.60077072
527,44.82345781
528,32.71080472
529,58.80552371
530,37.28380634
531,44.73321598
532,39.67732363
533,41.85346898
534,11.24092514
535,42.03192947
536,40.5929461
537,15.54009891
538,44.30753412
539,22.73404888
540,50.73426865
541,20.87271605
542,27.54191236
543,55.14248272
544,23.30615593
545,35.97532401
546,44.91322698
547,62.29174891
548,37.04671299
549,56.49512298
550,33.8079516
551,45.13652531
552,13.91776514
553,29.15663987
554,20.15803228
555,43.57543775
556,25.28403497
557,37.97146062
558,24.53832712
559,40.2400091
560,23.42532817
561,39.60342366
562,13.82652059
563,29.86656417
564,44.09843726
565,14.24201669
566,24.6401082
567,17.39053016
568,26.96429163
569,43.61568505
570,24.74000142
571,36.13466568
572,31.08122397
573,11.9837934
574,50.01613019
575,32.37135445
576,30.80152708
577,40.19463624
578,47.34459034
579,35.67131247
580,27.83870294
581,42.02414071
582,37.93856626
583,31.56994765
584,44.63602264
585,56.06558433
586,49.19630382
587,28.60229363
588,15.44951704
589,13.56698353
590,17.40533051
591,22.86323238
592,47.22269893
593,36.97564292
594,52.89980568
595,53.91784376
596,24.50418568
597,20.69978423
598,14.22792132
599,62.79321623
600,30.37869896
601,46.69875369
602,44.53420493
603,38.75974891
604,51.14697163
605,53.52499282
606,16.69148916
607,14.09173928
608,43.16675932
609,34.79538648
610,32.50596725
611,42.80810509
612,25.11202293
613,40.35396392
614,13.72470521
615,43.01468233
616,46.11704573
617,8.202307755
618,25.24727622
619,50.39287976
620,34.22971436
621,44.02284399
622,55.21494098
623,39.76757953
624,19.11339695
625,37.13835253
626,27.2672627
627,29.88281164
628,20.49831466
629,20.30893103
630,42.5905977
631,19.81983001
632,57.84828785
633,21.11838256
634,26.02450984
635,11.26404925
636,38.09164262
637,43.25690705
638,16.26511054
639,40.96745396
640,20.58071489
641,26.25709748
642,54.69867243
643,14.67652018
644,42.63745291
645,20.2222345
646,27.85982781
647,9.974288262
648,56.11176665
649,27.08701158
650,44.0063008
651,9.760312544
652,26.60514252
653,35.3728414
654,44.25265386
655,18.59252214
656,23.17409248
657,14.66721361
658,14.12418678
659,32.17662574
660,17.69016408
661,23.82556484
662,18.40269315
663,41.88565567
664,48.37105845
665,14.61169069
666,45.6623313
667,23.05984061
668,33.00931513
669,52.79990652
670,43.05786527
671,39.79549198
672,46.24016783
673,39.45183705
674,36.96566913
675,6.213158471
676,50.1642423
677,8.754711034
678,6.21486431
679,28.30402219
680,49.04788873
681,7.65322959
682,12.56843036
683,51.18904557
684,41.90187779
685,32.92107842
686,31.44311464
687,18.66192459
688,7.77775315
689,31.32443725
690,14.74615354
691,23.35770187
692,23.93137203
693,33.12179107
694,13.55632205
695,50.89214312
696,49.86468581
697,40.54274505
698,43.88897805
699,50.28044619
700,9.936907016
701,38.52039093
702,31.30855165
703,40.82366377
704,14.75938594
705,33.14201198
706,9.096181852
707,30.67113032
708,30.77432278
709,50.19379248
710,49.72576144
711,39.50279045
712,27.41324023
713,34.96512878
714,17.25483374
715,58.1248617
716,38.55870035
717,39.33799641
718,15.05983167
719,25.85902918
720,37.93140824
721,19.27273676
722,38.86777021
723,36.97051524
724,30.88156726
725,47.74448701
726,32.24326954
727,50.65089243
728,35.52970694
729,29.81058059
730,16.0600147
731,25.6924268
732,12.49947229
733,43.7867871
734,20.36113455
735,25.16126216
736,38.39944174
737,29.34530502
738,38.7260163
739,16.33612364
740,43.19731204
741,60.67289672
742,35.35706041
743,34.47519946
744,46.12651663
745,14.32225558
746,18.7120676
747,11.94487003
748,20.77634868
749,35.99665501
750,51.8345109
751,10.25790136
752,39.27293083
753,29.04824872
754,44.71296813
755,33.06543827
756,12.59134698
757,26.08272607
758,38.3742276
759,57.70021917
760,43.6837499
761,20.82474281
762,9.698082768
763,36.99954618
764,9.05767135
765,57.48306018
766,29.31455331
767,23.63392758
768,14.57205732
769,42.25768185
770,63.78080687
771,30.76520892
772,62.53355103
773,23.02753056
774,43.14769424
775,29.27645215
776,26.09244326
777,23.13765085
778,38.4893437
779,55.16863064
780,15.61905603
781,25.68822144
782,37.66670173
783,28.50020975
784,38.79046964
785,20.02918412
786,27.57988881
787,39.53748109
788,57.91058019
789,45.16725776
790,15.30106387
791,11.54209405
792,34.24052139
793,39.01028308
794,43.9404822
795,11.06217125
796,30.67831811
797,33.90195913
798,25.08644127
799,30.89119981
800,39.78929717
801,43.57323686
802,24.73290879
803,28.8948144
804,16.92889579
805,42.07030451
806,30.44091963
807,13.08056762
808,25.63531823
809,14.345195
810,51.06269977
811,45.43192086
812,22.09654776
813,39.43748729
814,39.48432639
815,36.38807704
816,20.15596759
817,50.81751168
818,46.55468163
819,46.65123547
820,55.31600586
821,47.26224404
822,28.4553975
823,17.00714108
824,41.7247321
825,34.92034371
826,53.23200251
827,37.70305884
828,21.43754459
829,10.07549082
830,37.99692931
831,43.78299967
832,22.36709257
833,43.45016295
834,14.97140363
835,31.88136059
836,34.74167926
837,57.57330266
838,38.93756597
839,39.50762621
840,49.18549067
841,49.34616182
842,37.62330134
843,55.70468152
844,34.52542366
845,48.2946487
846,15.30173332
847,39.7520131
848,42.00778736
849,37.49782887
850,14.90500877
851,33.9593531
852,26.6344482
853,29.92410008
854,37.75587844
855,15.22352218
856,52.77127476
857,28.71798473
858,9.311731574
859,46.52834291
860,29.24049729
861,15.7756031
862,33.95633263
863,39.70123031
864,63.01719368
865,12.02555308
866,46.85151401
867,31.66119239
868,31.25587969
869,58.9226922
870,51.92795141
871,10.05221589
872,49.65482792
873,36.2474732
874,31.88773938
875,38.52933206
876,54.6953149
877,16.18165001
878,53.04542874
879,12.92736941
880,52.41443886
881,22.83094688
882,31.769718
883,52.26520063
884,32.89376959
885,42.89358878
886,11.75935254
887,14.99056059
888,32.48851668
889,22.01935371
890,20.45005363
891,12.19878129
892,14.77365007
893,25.44878096
894,46.06199426
895,12.261052
896,44.77086013
897,12.36041373
898,36.98148433
899,37.74760818
900,38.93422236
901,16.2486942
902,53.021352
903,21.85029102
904,31.59214658
905,43.17497894
906,28.24485634
907,52.71415147
908,46.64720451
909,13.50360734
910,28.18932636
911,31.22593209
912,31.30527431
913,25.40241854
914,48.65955629
915,36.02168552
916,45.46859872
917,34.56872958
918,11.10864687
919,38.14440694
920,28.12317816
921,20.24854693
922,27.86411569
923,37.35915573
924,13.12263757
925,18.666723
926,22.90651165
927,24.76589272
928,56.71534103
929,31.70913846
930,17.92672826
931,23.3254848
932,44.88848185
933,37.25420012
934,27.07114279
935,48.7435967
936,53.99264038
937,11.97066558
938,46.96510301
939,12.61018933
940,38.97428158
941,47.29627688
942,55.88439017
943,27.94108534
944,40.54419351
945,27.7075194
946,10.83957168
947,11.02742659
948,47.55092204
949,26.12535656
950,24.15124375
951,22.45151089
952,28.42056062
953,29.11695605
954,50.33736359
955,43.38531145
956,17.45249883
957,44.37970364
958,22.54475125
959,31.31491361
960,53.23655976
961,37.22193732
962,51.77288859
963,41.88793209
964,21.57784304
965,39.72198716
966,36.62798739
967,36.51600799
968,35.05210836
969,46.91864616
970,34.95421149
971,39.20755391
972,6.33094009
973,57.47369908
974,48.76174999
975,36.44948771
976,36.87773121
977,46.73623336
978,38.48857546
979,23.45166204
980,46.04615425
981,43.24708994
982,13.42912355
983,21.23486447
984,46.69182392
985,32.41843814
986,37.47097268
987,12.16551207
988,18.47185437
989,17.12320608
990,34.35305109
991,18.60185309
992,50.33180551
993,15.00795515
994,49.04233588
995,31.61175962
996,55.81329051
997,12.84851711
998,26.71152039
999,36.2108621
1000,33.47794945
1001,48.77505753
1002,30.98002411
1003,12.63892045
1004,21.83234759
1005,31.39474227
1006,43.74093911
1007,27.86745569
1008,58.87984041
1009,43.72653695
1010,32.58465603
1011,19.45158291
1012,28.5160081
1013,44.07565002
1014,45.73470683
1015,23.23055467
1016,30.96035579
1017,48.08002853
1018,13.04895282
1019,50.18507797
1020,38.59251727
1021,41.03583747
1022,20.49448052
1023,16.85379132
1024,30.4245085
1025,26.97958949
1026,37.75353717
1027,17.72444337
1028,33.50894755
1029,16.40018719
1030,34.6267919
1031,39.95379894
1032,20.29095858
1033,27.70140168
1034,12.65730802
1035,50.14736005
1036,31.32511563
1037,22.72720481
1038,51.51752632
1039,40.27625707
1040,27.7820237
1041,29.79624949
1042,39.16557351
1043,58.48279629
1044,21.93080951
1045,44.07647959
1046,54.76201926
1047,30.59188914
1048,13.25517476
1049,40.90553464
1050,31.38389329
1051,44.37833942
1052,46.44508432
1053,47.37624352
1054,26.08661119
1055,34.17663541
1056,24.41468081
1057,30.46298386
1058,33.49536187
1059,32.78055742
1060,21.79201331
1061,53.27515061
1062,11.41323898
1063,42.75462494
1064,22.49278509
1065,21.08464373
1066,47.08979497
1067,36.48611546
1068,46.80939249
1069,43.17875999
1070,35.83400733
1071,38.85006919
1072,11.54813213
1073,17.12516397
1074,37.69515673
1075,26.27546503
1076,29.51374236
1077,26.91379081
1078,60.42514122
1079,7.26800305
1080,19.63557992
1081,47.86480864
1082,58.80867276
1083,12.94958974
1084,51.62956969
1085,36.95834544
1086,17.20770339
1087,36.97868928
1088,44.3339978
1089,29.76992871
1090,15.90713038
1091,53.28735504
1092,22.86421914
1093,33.2901502
1094,42.13199394
1095,14.39768551
1096,28.8067091
1097,31.52202408
1098,26.16720901
1099,46.14109572
1100,62.8822077
1101,15.02405433
1102,37.49055318
1103,35.05438583
1104,48.14324721
1105,54.84967452
1106,33.17876601
1107,42.32420654
1108,24.31453752
1109,33.65920765
1110,44.03076554
1111,21.14560404
1112,29.63451738
1113,38.85589015
1114,57.90236816
1115,44.31844825
1116,18.81287428
1117,36.35648738
1118,20.25662102
1119,29.23399204
1120,37.40623247
1121,41.83833794
1122,21.37649064
1123,19.93114671
1124,18.45879906
1125,28.04967129
1126,40.43731368
1127,28.35992923
1128,19.87796494
1129,35.67389891
1130,17.29767134
1131,17.64808725
1132,30.34452259
1133,37.31026752
1134,56.04733614
1135,35.63871017
1136,23.70667702
1137,39.55919489
1138,24.99990734
1139,43.99762352
1140,11.31105292
1141,33.31031722
1142,34.28916586
1143,43.64116993
1144,44.64372588
1145,41.0646474
1146,42.20929959
1147,27.98036055
1148,12.05321329
1149,44.17278125
1150,9.908747838
1151,42.68804981
1152,35.68151529
1153,47.63151315
1154,36.81941573
1155,55.44147264
1156,16.77494159
1157,25.40221677
1158,44.05940163
1159,38.04255267
1160,35.52878697
1161,41.32868293
1162,32.62625464
1163,53.38137669
1164,9.287152787
1165,54.33219732
1166,15.59583227
1167,50.81720176
1168,38.70551354
1169,21.43756447
1170,40.18630594
1171,46.21096487
1172,25.818772
1173,14.93045507
1174,42.62874656
1175,56.42904211
1176,42.13580619
1177,39.21526221
1178,38.86392317
1179,11.56595924
1180,25.69162089
1181,35.0393786
1182,22.29450402
1183,36.38575198
1184,32.12031829
1185,11.36285515
1186,56.84579827
1187,26.32149367
1188,49.51343963
1189,25.12687583
1190,45.60926674
1191,35.08509648
1192,38.27561177
1193,45.87868434
1194,14.94949306
1195,45.25640421
1196,25.61616101
1197,43.40001797
1198,18.46836525
1199,47.11210301
1200,25.01018532
1201,53.98132854
1202,41.02593112
1203,25.87273923
1204,60.81848364
1205,22.85991699
1206,53.27929725
1207,37.94434644
1208,29.10337627
1209,26.79788202
1210,38.64456226
1211,11.4592997
1212,25.18769561
1213,14.23693663
1214,44.19043579
1215,38.16394627
1216,38.56516141
1217,56.202401
1218,52.27688729
1219,34.71143718
1220,54.84947716
1221,16.71489073
1222,21.91821728
1223,29.64155552
1224,39.96590432
1225,25.58520772
1226,26.16239189
1227,13.76998829
1228,33.90778652
1229,37.87154741
1230,39.0409642
1231,23.35707518
1232,18.12997987
1233,46.54407288
1234,18.24891255
1235,42.20376082
1236,13.5065745
1237,43.87669497
1238,42.79400406
1239,14.25536166
1240,54.84748076
1241,48.49033568
1242,43.39033746
1243,16.99852777
1244,58.54939792
1245,55.66089895
1246,39.2744924
1247,42.29873887
1248,39.47304273
1249,18.11190654
1250,22.99117876
1251,34.80302023
1252,33.33952988
1253,26.94846908
1254,47.90898002
1255,10.28258428
1256,51.65658006
1257,31.17428956
1258,33.65014732
1259,44.46028782
1260,15.9488708
1261,27.17071439
1262,13.08448982
1263,53.46412443
1264,47.8997933
1265,18.33642412
1266,11.20178733
1267,14.41859648
1268,23.56403406
1269,29.28579213
1270,16.41997519
1271,33.24143134
1272,32.29902566
1273,22.59060848
1274,30.69887719
1275,12.47373409
1276,23.71303494
1277,59.57158259
1278,32.36137293
1279,47.76002314
1280,42.65952375
1281,41.42296884
1282,17.62738058
1283,26.79758148
1284,43.68487395
1285,56.24671874
1286,40.81190846
1287,12.09223638
1288,30.77946975
1289,10.90027641
1290,54.03859981
1291,36.36530238
1292,31.36818674
1293,38.50520683
1294,49.38781562
1295,52.1802494
1296,16.5393392
1297,13.00364868
1298,22.67247924
1299,24.17447267
1300,21.50070969
1301,29.02986755
1302,23.79063173
1303,25.02795552
1304,42.5739081
1305,48.13816279
1306,16.79883762
1307,24.6077294
1308,41.97576235
1309,17.5424196
1310,12.51228079
1311,48.9630378
1312,56.11754037
1313,31.19483567
1314,38.46044427
1315,54.91505814
1316,30.74033493
1317,44.40426228
1318,30.8974133
1319,34.89976042
1320,18.11957478
1321,37.04221701
1322,24.18234408
1323,26.5303968
1324,56.38088126
1325,11.47452899
1326,12.84418931
1327,34.82562521
1328,11.85796668
1329,10.97534447
1330,43.83674432
1331,35.85680415
1332,21.56017312
1333,42.18028584
1334,12.34140555
1335,50.55147892
1336,12.44277156
1337,12.45915179
1338,31.36303216
1339,37.79478382
1340,41.67424731
1341,42.36944664
1342,15.4494476
1343,41.00656242
1344,16.73793851
1345,24.19074046
1346,9.12025173
1347,61.0893594
1348,36.18536073
1349,15.38366491
1350,40.53748523
1351,54.09844404
1352,33.37298255
1353,29.38687262
1354,52.62561932
1355,10.74049343
1356,33.80661757
1357,39.34865769
1358,48.75211822
1359,56.7168923
1360,12.44254206
1361,34.10097483
1362,10.52268798
1363,59.08381552
1364,33.45374376
1365,38.29891762
1366,13.99904797
1367,37.46990731
1368,34.72569979
1369,20.91562174
1370,44.9686913
1371,31.37258765
1372,23.89148306
1373,44.79208663
1374,40.38688516
1375,15.35630527
1376,42.53303685
1377,42.38015688
1378,40.32718869
1379,40.31574596
1380,49.94699051
1381,53.78086511
1382,32.2512793
1383,23.9068074
1384,26.42559257
1385,37.91052567
1386,34.85401896
1387,52.47895872
1388,9.540545343
1389,37.64663931
1390,28.06383554
1391,25.90713962
1392,22.89474119
1393,33.10415788
1394,37.53333345
1395,25.15960444
1396,34.45487797
1397,24.73812425
1398,25.84849518
1399,40.03805896
1400,17.09017197
1401,43.44596118
1402,31.70722912
1403,37.81296838
1404,38.01120248
1405,18.54936194
1406,57.63953206
1407,41.50035893
1408,45.14271478
1409,29.26285641
1410,18.08928865
1411,19.94214997
1412,63.26181312
1413,32.30933723
1414,13.23178891
1415,26.80496018
1416,50.60039808
1417,37.41721039
1418,40.74441388
1419,50.24330951
1420,42.28798127
1421,24.22314003
1422,33.75577794
1423,16.49943602
1424,53.52569179
1425,48.22184687
1426,29.98551123
1427,30.10730108
1428,10.34653648
1429,44.92991906
1430,63.25390493
1431,34.50627914
1432,14.67939664
1433,12.99283362
1434,31.14546479
1435,19.63722327
1436,52.22007418
1437,45.02259801
1438,33.34684093
1439,15.787045
1440,22.31465164
1441,9.916759059
1442,18.87068317
1443,46.31565073
1444,34.72604838
1445,43.13834998
1446,28.77420315
1447,36.71011822
1448,25.89870685
1449,42.96397409
1450,46.73687923
1451,44.16479327
1452,28.3453932
1453,43.24747209
1454,22.59419421
1455,46.79176144
1456,34.41595574
1457,11.61437822
1458,35.93447836
1459,59.018816
1460,30.7791105
1461,23.34121925
1462,33.83146902
1463,11.39970092
1464,45.8136239
1465,39.10241951
1466,47.05269958
1467,55.3836839
1468,44.8420399
1469,6.858540601
1470,22.08929765
1471,30.65209944
1472,40.23656396
1473,36.21740073
1474,13.94917969
1475,16.85434533
1476,11.00480579
1477,26.40480726
1478,49.03729576
1479,31.19335495
1480,21.40092369
1481,35.10274584
1482,29.1084703
1483,32.04733255
1484,48.31852641
1485,18.63923362
1486,33.39704339
1487,46.31215906
1488,27.41015027
1489,23.12667488
1490,34.46084764
1491,45.52442659
1492,26.64004332
1493,36.5496373
1494,50.43342912
1495,33.71292289
1496,58.16179061
1497,24.17827718
1498,26.1922131
1499,17.60914587
1500,34.61580689
1501,21.30846533
1502,38.79932061
1503,30.90129678
1504,18.60327438
1505,25.67207877
1506,53.97234233
1507,27.19249106
1508,17.86441359
1509,7.079717118
1510,60.84087583
1511,6.145746641
1512,52.68364655
1513,18.8203369
1514,14.23826482
1515,14.68041302
1516,17.13309895
1517,52.99214636
1518,27.0738502
1519,26.42713112
1520,38.51474842
1521,45.29269566
1522,17.70053005
1523,50.02194388
1524,11.35067034
1525,44.31144846
1526,33.98906545
1527,47.16760042
1528,47.76804323
1529,43.22512952
1530,35.64650171
1531,19.8558063
1532,17.32781108
1533,23.84476793
1534,48.9793686
1535,45.35947748
1536,55.75540225
1537,29.27615155
1538,36.22038592
1539,38.72948859
1540,16.52580595
1541,27.38366662
1542,35.78239439
1543,31.68769294
1544,28.51272988
1545,31.1812226
1546,43.94271271
1547,31.39360333
1548,15.18393777
1549,6.685132588
1550,22.28850083
1551,55.37074019
1552,50.0436404
1553,37.81103805
1554,9.846811117
1555,58.09255752
1556,32.69914254
1557,24.01829313
1558,39.96664048
1559,45.5186263
1560,44.56689954
1561,39.99485731
1562,34.02507655
1563,36.27887229
1564,32.16511187
1565,13.30871812
1566,25.90020906
1567,37.50922967
1568,33.28350869
1569,54.72461261
1570,53.53948088
1571,20.71077333
1572,35.18006538
1573,37.81477565
1574,38.00375279
1575,46.54904913
1576,54.69204656
1577,40.23356846
1578,22.7622876
1579,55.72990781
1580,27.00671572
1581,44.19923281
1582,35.4619056
1583,20.78858419
1584,50.01994018
1585,31.18495617
1586,53.16228816
1587,42.6645657
1588,43.28517735
1589,37.88125824
1590,42.85675896
1591,38.97129377
1592,54.19546985
1593,29.68692075
1594,40.27884993
1595,43.17995672
1596,50.37173596
1597,45.73325207
1598,56.39634408
1599,26.71040241
1600,28.58695729
1601,49.60381595
1602,29.36915309
1603,53.35036492
1604,47.56429683
1605,12.62920368
1606,56.11744252
1607,34.84680542
1608,12.05897329
1609,47.92692856
1610,53.39521628
1611,32.54423009
1612,52.15526129
1613,32.70218402
1614,43.37693589
1615,49.39931802
1616,53.64805842
1617,27.33571507
1618,29.42719397
1619,22.23617283
1620,35.23067935
1621,47.28335529
1622,26.91526857
1623,43.46371887
1624,22.73086461
1625,45.71712082
1626,38.01994416
1627,53.83075923
1628,53.71931556
1629,43.54227947
1630,25.73719177
1631,22.03454772
1632,21.03978793
1633,45.30211367
1634,53.11712381
1635,14.38641264
1636,51.64328354
1637,21.06195029
1638,40.33462937
1639,34.81863318
1640,56.37111115
1641,14.77191435
1642,34.13809038
1643,37.59663847
1644,30.06783034
1645,23.80543412
1646,22.78127063
1647,9.686163845
1648,52.50654566
1649,28.64779195
1650,52.94933863
1651,30.04138765
1652,20.46355063
1653,58.09036681
1654,21.85337836
1655,42.10786755
1656,44.72825268
1657,36.58254337
1658,24.29802248
1659,37.30340287
1660,30.52948933
1661,41.13107854
1662,32.2128509
1663,29.30221646
1664,33.93955853
